,description
2587,"Hogue rubber grips are molded from a durable synthetic rubber that is not spongy or tacky, but gives that soft recoil absorbing feel, without effecting accuracy. This modern rubber requires a completely different molding process than ordinary neoprene and results in a much superior grip. The material used does not come apart or deteriorate and is resistant to all solvents and oils used around firearms. Hogue grips give you a lasting precision fit and durability that will provide years of dependable service. The flexibility of the materials and molding process has allowed Hogue to produce superior rubber grips with features that out perform all other makes.

"
2588,"Hogue rubber grips are molded from a durable synthetic rubber that is not spongy or tacky, but gives that soft recoil absorbing feel, without effecting accuracy. This modern rubber requires a completely different molding process than ordinary neoprene and results in a much superior grip. The material used does not come apart or deteriorate and is resistant to all solvents and oils used around firearms. Hogue grips give you a lasting precision fit and durability that will provide years of dependable service. The flexibility of the materials and molding process has allowed Hogue to produce superior rubber grips with features that out perform all other makes.

"
2589,"Official competition target paper, measuring 28"" x 28"". Great way to test your accuracy in shooting. Realistic life-size target. Highlights vitals and highly terminal areas. Includes pack of 5.

"
2590,"Hogue Rubber Wraparound Grips With Finger Grooves give you more control and accuracy with your Para Ordnance P-14. Serious shooters agree, Hogue Wraparound Rubber Grips give you the real control you need for fast, accurate shooting. The proportioned finger grooves and non-slip rubber of this Wrap-Around Grip give you more control of the handgun and enhance accuracy by helping you acquire the target faster and more consistently, shot after shot. Details: Non-slip rubber outer for greater control of your weapon; Comfortable, soft recoil absorbing feel; Made by OverMolding soft rubber over a hard inner skeleton for soft grip comfort, hard grip performance; Rubber exterior chemically bonds to the insert so the smooth hard surface can remain on the inside of the grip for a precise stock grip configuration and exacting tolerance; Two-piece grip simply installs using your stock screws; Fits any Para Ordnance P-14; Made in USA. More comfort means better shooting! Order Today! Hogue Rubber Wraparound Grips With Finger Grooves, Para Ordnance P-14.

"
2591,"Hoppe's No. 9 cleaning kit with aluminum rod is a kit intended for shotguns of all gauges. Includes one 4 oz. bottle cleaning solvent and one 2-1/4 oz. lubricating oil. Brushes are not included with this kit.

More than 100 years in the gun care business has taught us a thing or two about what makes a good kit. Precisely why hunters, shooters and those in search of the perfect gift continually turn to Hoppe’s. Our kits aren’t just convenient, they’re extremely well thought out.

"
2592,"Fogging Oil/Cylinder Protector, Container Size 12 oz., Size/Net Weight 0. 853, Amber, Flash Point -156 F, 1 Specific Gravity, VOC Content 10%, For Use With Gasoline Powered Engines, Boats, Cars, Trucks, RVs, Tractors

"
2593,"Gun Mate is a leading provider of innovative outdoor products that enable our customers to achieve rugged independence in the activity of their choice. Vista Outdoor operates in two primary business segments: Shooting Sports and Outdoor Products. Our portfolio includes well-respected brands designed to bring the world outside.

"
2594,"Whether you are an avid camper, hiker, or just someone who loves to explore the great outdoors, FRONTIERSMAN Bear Spray is a must-have for added peace of mind on your next adventure. The 9.2 oz spray combines maximum stopping power with a superior range of 35 feet, meaning you can deploy it from a safer distance to deter an aggressive bear. It travels up to 15 feet (4.6 m) farther than other bear sprays to put more distance between you and the attacking bear. FRONTIERSMAN Bear Spray is a quick-to-deploy bear defense spray made with the maximum strength allowed by the E.P.A. (2.0% major capsaicinoids - 50% stronger than SABRE's maximum strength police pepper spray). The 9.2 oz canister provides maximum protection by rapidly deploying the heaviest fog of up to 1.84 oz (52 grams) per 1-second burst (up to 84% more than other brands) and creating a massive barrier of protection between you and the charging bear to maximize your safety. FRONTIERSMAN Bear Spray is available with holster options for the quickest access when seconds matter. When an 800 lb. bear is charging up to 50 feet (15 m) per second, every moment counts. Holsters keep your canister secure and immediately accessible without any cumbersome straps or velcro closures that can disturb the bear or cost you precious seconds as you try to access your spray. Explore confidently knowing you have the best bear safety products on the market with you from FRONTIERSMAN. From the makers of the #1 selling maximum strength bear spray, FRONTIERSMAN bear safety products include FRONTIERSMAN Bear Sprays, Inert Practice Spray, Bear Bells, and more. FRONTIERSMAN is a product of SABRE. With over 45 years of experience manufacturing pepper spray, SABRE is the #1 trusted pepper spray brand by consumers and police officers worldwide. SABRE pepper sprays, pepper gels, and bear sprays are proudly manufactured in the U.S.A.

"
2595,"If you-Feetve had many long walks into the woods with your bow in hand, I know you-Feetve thought -Feetthere-Feets got to be a better way-Feet. Well, here it is. The Bow Sling makes covering a lot of ground or the long walk to your stand as comfortable as a stroll in the park. The Bow Sling is a must when the terrain gets rough. Your hands are free to climb hills or range the terrain with your binoculars. Your bow cams and string are also protected, so your bow will be ready when the shot opportunity arrives. Once you-Feetve tried it, you won-Feett be without it.

"
2596,"The next evolution of travel gear is here. AT3 offers the features and the function that will change the way you think about travel. Combining modern styling with maximum versatility, AT3 is destined to take adventure travel gear in a whole new direction.

"
2597,
2598,"Our Cruiser series uses our softest materials and provides a dual layer of comfort. We fuse an extra soft gelfoam pad to the top of our multi-stage foam. This combination is soft yet also supportive. The coil spring suspension evens out imperfections in the road and the airflow channel provides perineal relief and cool air circulation.

Bike riding is a great form of exercise, but bicycle seats are notorious for making you uncomfortable. Enter the Cloud 9 suspension cruiser saddle, which is designed to cushion your rear as you ride. The Cloud 9 saddle measures a generous 10-1/2 inches long by 10-1/2 inches wide, with an anatomic relief design and a dual-density gel foam padding helping add to the comfort. The seat's chrome coil spring suspension on the underside, meanwhile, helps smooth out the bigger thumps and bumps. And thanks to the universal design, the saddle installs easily on any standard seat post. You won't find a more comfortable bicycle seat anywhere.



"
