,description
83,"Visible lift firming makeup is a liquid foundation with full coverage that flawlessly evens skin tone and firms your skin without settling into lines and wrinkles. Formula with pro-retinol and x-tensium continuously smoothes lines and wrinkles for you. Liquid foundation featuring x-tensium, a breakthrough technology from L’Oreal laboratories, instantly firms the appearance of skin. Pro-retinol a continuously smoothes lines and wrinkles so skin is younger-looking, smoother, and instantly firmer!

"
84,"Made in USA.

"
85,"Eterna '27' was used by hundreds of women in Europe and America for over 2 years before it was made available commercially. There is no other cream in all the world like Eterna '27' - at any price. And only Revlon can offer you this exclusive formula. Use Eterna '27' regularly and see why Revlon believes you will vastly prefer it to any other cosmetic cream.

"
86,"Get beautifully upswept lashes—with a delicate curve that looks the way nature intended it. This eyelash curler’s anything but basic, lifting lashes into the kind of gorgeous, gentle curve only a lucky few are actually born with. The lash pad is made from ultra-comfortable silicone that encourages a soft curve—and we included a replacement pad so you’re always ready to roll. We also added finger grips to the design of this lash curler, so you get an easy, non-slip grip as you’re curling your lashes. Revlon is a global leader in cosmetics, hair color, fragrances, skincare, and beauty care products. One of the strongest consumer brand franchises in the world, Revlon products are sold in over 100 countries across six continents. Revlon revitalized the industry over the years with iconic nail and lip colors and with breakthrough technology like ColorStay transfer-resistant lipstick and makeup

By Revlon















"
87,"<P>Moisturizing Conditioner</P> <P><STRONG>Replenishes Moisture to Improve Hair and Add Shine   Rinsese Clean Without Build-Up</STRONG></P> <P><STRONG>Neutrogena Clean Replenishing™ Conditioner </STRONG>hydrates and conditions to improve dry, damaged hair, without leaving heavy build-up.  This moisture-enriched formula softens hair while it penetrates dry, damaged strands to strengthen and make hair more resilient.  It rinses clean and won't weigh hair down, so it's great for everyday use.  This lightweight formula, with its fresh, clean scent, leaves hair shiny, silky and healthy-looking.</P>

"
88,"Kiss My Face Bar Soap, 8.0 oz, Pure Olive Oil. 1-Bar

"
89,"This face moisturizer is Dermatologist tested for gentleness and is non-comedogenic - does not tend to cause blocked pores.

This new and improved formula provides improved, all-day hydration in a lightweight, fast absorption cream. We continually strive to offer the best formulas to our consumers and this new version is paraben free, mineral oil free and dermatologist tested to be suitable for sensitive skin. For consumers seeking a richer, more nourishing texture, we suggest our Collagen Moisture Filler cream.

By L'Oreal Paris

"
90,"This fragrance-free eye cream is recommended for all skin types, was Dermatologist tested for gentleness, Ophthalmologist tested and is safe for contact lens wearers.

"
91,"SOFTCUP,DISPOSABLE 24 CT

"
92,"Clean & Clear Continuous Control Acne Cleanser is a multipurpose acne facial cleanser that helps remove dirt and oil while treating and preventing breakouts. This daily face wash is ideal for normal, oily, and combination skin and helps provide clearer looking skin. Specially formulated for acne prone skin, it contains 10% benzoyl peroxide, the number-one pharmacist-recommended acne treatment, as well as mineral oil and menthol to help hydrate and calm skin. The unique pore-penetrating technology of our acne face wash deposits the acne medication at the source of blemishes to help fight and prevent breakouts long after you wash. This facial cleanser provides continuous acne control and is intended for daily use.

"
93,"Natures Cure Two-Part Womens Acne Treatment Acne can be caused by internal imbalances due to diet, stress or hormonal changes, especially during monthly cycles.Natures cure tablets are a blend of all-natural ingredients, which stimulate your bodys natural defenses to correct these imbalances and to help stop acne where it can start.They do not increase sun-sensitivity and have no side effects.





Dermatologist Tested.  Safe and Effective.

Nature's Cure is a unique, two-part acne treatment system that works naturally to clear and prevent acne.  Nature's Cure works inside and outside your body to fight acne with all-natural tablets and a medicated 5% Benzoyl Peroxide Cream.

Dermatologist Tested:  People often experience noticeably clearer skin after just two to four weeks.  For greatest corrective results, use Nature's Cure for two to six months.  Can be used safely with Nature's Cure Two-Part Body Acne Treatment System for clear skin everywhere.

Available Without A Prescription:  This package contains a one-month supply of tablets and cream.

Made in USA

Ingredients:

Made in accordance with the Homeopathic Pharacopoeia of the United States.





"
94,"

Light Moisturizer with Vitamin E

Recommended for:  Dry to Normal Skin.

Vitamin E.  Fragrance-Free.  Non-greasy.

Specially formulated to work with Alpha Hydrox® Anti-Wrinkle Treatment products.

This product does not contain alpha hydroxy acid.



"
95,"Help refine your skin and make it clearer, smoother, and more even-toned with Neutrogena Pore Refining Toner. Designed for all skin types, the gentle formula of this facial cleansing toner sweeps away dead surface skin, smooths rough, uneven patches, and helps reduce the appearance of pores. The dermatologist-tested formula contains witch hazel, alpha and beta hydroxy acids to help deliver visible results and leave skin soft, smooth, and refreshed without over-drying. This refining toner is non-comedogenic, oil-free, and hypoallergenic, so it won't clog pores or cause irritation.

By Neutrogena

"
96,
97,"Neutrogena body clear body wash is a refreshing, cleanrinsing body wash that helps fight breakouts on your back, chest and shoulders. This effective, yet gentle formula contains a proven acnefighting ingredient that treats and helps prevent breakouts without overdrying and irritating your skin. The foaming lather rinses completely without pore clogging residue, leaving your skin feeling clean. Questions or comments? Call 18005824048 (USA only) or www.Neutrogena.com.

"
98,"Nourishes skin with a powerful multi-antioxidant complex of Ester-C, Vitamin C, theistic acid, Vitamin E, and green tea

"
99,"JASON Tea Tree Normalizing Shampoo nourishes the scalp to relieve irritation and flakiness while gently cleansing hair. Known for its anti-bacterial and anti-fungal properties, Australian tea tree oil helps soothe discomfort and itchiness. Other botanicals such as grapefruit extract, sage extract, hops and calendula work to strengthen the hair follicles and soothe the scalp. Our shampoo is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.

"
100,"Thin To Thick Extra Volume Shampoo 8 Fluid Ounces Liquid

"
101,"JASON Thin-to-Thick Extra Volume Conditioner provides weightless manageability and volume to fine, thinning hair. Hair-strengthening panthenol and biotin help stimulate growth, while vitamins C and E nourish the entire hair shaft for improved volume with fewer fly-aways and split ends. The result is full, shiny hair with a boost of volume. Our conditioner is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.

"
