,description
57,"Your loudspeakers are the most critical components you use to verify the quality of your work. No matter how good your mixer, mics, preamps, cables, and other pieces of gear that you’ve invested in, you’re not truly hearing what your recordings sound like until you isolate your monitors from their environment.

This is where the Auralex MoPADs come in. MoPAD Monitor Isolation Pads provide sonic isolation between your monitors and whatever your monitors are resting on, INSTANTLY improving the accuracy of your entire monitoring system.

MoPADs are designed so that they can be used to support virtually all sizes of bookshelf loudspeakers or recording monitors up to 100 lbs. each. While some smaller loudspeakers may be sufficiently supported by a single MoPAD, most require the support of two MoPADs. Note: If you have very large monitors or they weigh more than 100 lbs. you may want to consider using Auralex MoPAD-XLs.

MoPADs are affordable, easy to implement and really effective at decoupling your monitors from your room and all its contents. You’ve gotta get some! Until you do, you’ll never know what your recordings really sound like.

MoPADs are extraordinarily effective AND really versatile. The patented design allows for 5 different positioning options. By using the included MoPAD Wedge Adjusters, you can adapt your loudspeakers to listening angles of -8°, -4°, 0°, +4° and +8°, as shown below. Use our Room Treatment eXpress (RLX) App to quickly find the best treatment solution for your space!

Your loudspeakers are the most critical components you use to verify the quality of your work. No matter how good your mixer, mics, preamps, cables, and other pieces of gear that you've invested in, you're not truly hearing what your recordings sound like until you isolate your monitors from their environment.

This is where the Auralex MoPADs come in. MoPAD Monitor Isolation Pads provide sonic isolation between your monitors and whatever your monitors are resting on, INSTANTLY improving the accuracy of your entire monitoring system.

MoPADs are affordable, easy to implement and really effective at decoupling your monitors from your room and all its contents. You've gotta get some! Until you do, you'll never know what your recordings really sound like.

Dimensions: 12"" long x 4"" wide; Weight Limitations: 100lbs.



"
58,"Martin MSP4100 Phosphor Bronze Light Acoustic Guitar Strings are made from a 92/8 composition alloy to give that brilliance, clarity, and longevity of sound required by serious guitarists. The phosphor bronze winding alloy is ideally suited for making strings that have deep, rich basses and clear, bright trebles that today's acoustic guitarists demand. Martin strings are high-quality strings designed for daily use. Martin acoustic guitar strings are wound to precise specifications. Core and wrap wires must meet strict requirements to make the grade. Light Gauges 12-16-25-32-42-54.

"
59,"Martin MSP4100 Phosphor Bronze Light Acoustic Guitar Strings are made from a 92/8 composition alloy to give that brilliance, clarity, and longevity of sound required by serious guitarists. The phosphor bronze winding alloy is ideally suited for making strings that have deep, rich basses and clear, bright trebles that today's acoustic guitarists demand. Martin strings are high-quality strings designed for daily use. Martin acoustic guitar strings are wound to precise specifications. Core and wrap wires must meet strict requirements to make the grade.

"
60,"Martin MSP4200 Phosphor Bronze Medium Acoustic Guitar Strings use a winding alloy that is ideally suited for making strings that deliver deep, rich basses and clear, bright trebles. Martin strings are high-quality strings designed for daily use. Core and wrap wires must meet strict requirements to make the grade. Martin acoustic guitar strings are wound to precise specifications.

"
61,"The pick used by top musicians worldwide. Tortex picks are carefully designed and manufactured to give the characteristic maximum memory and minimum wear that made original tortoise shell famous. Gauges (mm): .50, .60, .73, .88, 1.0, 1.14

Standard Dunlop Tortex PIcks, .50, red.
The pick used by top musicians worldwide. Tortex picks are carefully designed and manufactured to give the characteristic maximum memory and minimum wear that made original tortoise shell famous. Dunlop's Tortex picks are available in a variety of shapes and gauges. -- GameSpot Review

"
62,"

The Dunlop Nylon Standard is legendary for its resilience and durability. Thinner models are perfect for acoustic strummers, while the heavy gauges provide an aggressive and heavy attack for rockers.

From Nylon to the famed Tortex and the innovative Ultex, Dunlop is the world-renowned producer of over 50 different models of picks. As a trusted creator of one of the most important tools of our industry, nobody else comes close in terms of quality, innovation, or scope. With picks available in a variety of textures, shapes, materials and artwork, we offer something for everyone'and with our custom imprint program we can produce any logo, signature, or both on the picks to make them as unique as the person requesting them. Whether you're a multiplatinum artist or a small local band, whether you play them or just collect them, you know you're getting the best.

Located in Benicia, California, Dunlop Manufacturing, Inc. was founded as a small, family-owned and operated company in 1965, and has since grown to be a leading manufacturer of electronic effects, picks, capos, slides, strings and other musical instrument accessories. Dunlop is the home of such legendary products as the Crybaby wah and Tortex picks.



"
63,"Gauges (MM): .38, .46, .60, .73, .88, 1.0MM High quality Nylon material. Molded tactile gripping surface. Thinner gauges perfect for strumming-thicker gauges for a more aggressive, heavy attack.

"
64,"The Dunlop Nylon Standard is legendary for its resilience and durability. Thinner models are perfect for acoustic strummers, while the heavy gauges provide an aggressive and heavy attack for rockers. .60mm - Light Gray 12 Picks Per Player's Pack

"
65,"High-quality plectra incorporating quick-release beveled edges and matte gripping surface. Gator Grip provides both playability and positive attack.

"
66,"Contoured for smooth release, these picks provide an extremely positive attack for super-fast licks. Manufactured from Lexan , providing great strength and durability. Larger profile for greater control. (Lexan is a registered trademark of General Electric Plastics.) Gauges (mm): 1.0, 2.0, 3.0mm. 2.0mm - Purple 12 Picks Per Player's pack

"
67,"More pick to hang on to! Made to spec incorporating the original Jim Dunlop Nylon Jazz III tip and texture combination (1.38 gauge, sharp tip) that has made the Jazz III a chosen favorite! Features: Gauges (MM): 1.38MM Nylon, Stiffo High quality material Molded tactile gripping surface Small, broad grip with three tips to provide a variety of tones for player preference

"
68,"

With a huge, cult-like following world-wide, the Jazz series of picks have become the favorite choice for guitar players to take their technical playing to the next level. Guitar virtuosos such as Eric Johnson, John Petrucci, Alexi Laiho, and Joe Bonamassa rely on the Jazz III because of its quick release molded edge and sharp tip. Available in warm sounding Red Nylon and Black ""Stiffo"" that features a bright attack.

From Nylon to the famed Tortex and the innovative Ultex, Dunlop is the world-renowned producer of over 50 different models of picks. As a trusted creator of one of the most important tools of our industry, nobody else comes close in terms of quality, innovation, or scope. With picks available in a variety of textures, shapes, materials, and artwork, we offer something for everyone, and with our custom imprint program we can produce any logo, signature, or both on the picks to make them as unique as the person requesting them. Whether you're a multiplatinum artist or a small local band, whether you play them or just collect them, you know you're getting the best.

Located in Benicia, California, Dunlop Manufacturing, Inc. was founded as a small, family-owned and operated company in 1965, and has since grown to be a leading manufacturer of electronic effects, picks, capos, slides, strings, and other musical instrument accessories. Dunlop is the home of such legendary products as the Crybaby wah and Tortex picks.



"
69,"Gels picks are molded from our custom-formulated polycarbonate composition that provides superior durability in vivid translucent colors.

"
70,"A must for every performing musician. Made of high-quality rubber to ensure a firm hold. ½ inch in diameter. The channel that holds the picks meets at a point and actually tightens when the pickholder is installed on a microphone stand.

"
