,description
72,"Dr. Scholl's Corn Cushions stay on longer than ordinary corn cushions and provide immediate and all-day relief from painful corns, shoe pressure and friction.

Covered by the Bayer HealthCare LLC – Consumer Health 60-Day Satisfaction Guarantee. See below for details

973-254-5000

"
73,"B.F.I. POWD LGE Size: 1.25 OZ

"
74,"ODOR-EATERS EXPANDED FIT INSOLES provide long-lasting odor and wetness protection with without crowding feet. A combination of super-activated charcoal, baking soda, zinc oxide and two powerful odor-blocking technologies neutralize foot odor. Breathable foam helps control wetness while the thin design cushions without crowding. Longer and wider, fits up to a men’s size 14 work boot.

"
75,"The B-D Home Sharps Container is a leak-proof and puncture - resistant container designed for the disposal of used insulin syringes and lancets. The B-D Home Sharps Container is a convenient and safe way to dispose of syringes and lancets that help protect your family and the environment.

"
76,"Metamucil Fiber, 4-in-1 Psyllium Fiber Supplement Powder with Real Sugar, Orange Smooth Flavored Drink, 72 Servings (Packaging May Vary)

"
77,"Rich, great smelling shave lotion with skin conditioners by Mennen. Afta Pre Electric Shave Lotion is not greasy and oil free. Reduces skin irritation caused by shaving. Doesn't clog razor. Easy to apply; not runny or messy. Gives a closer, smoother shave. Formulated with skin conditioners - ideal for sensitive skin. Made in USA.

"
78,"The original Pined Clubman moustache Wax. Famous since 1810. Ideal for grooming, styling & Color touch-ups for moustaches, beards, sideburns. Excellent for training new moustaches, beards, sideburns and controlling unruly hair. Color touch-up to cover gray or blend in faded or streaked hair. Keeps bushy eyebrows in place. Greaseless and pleasantly scented, Clubman moustache Wax is water soluble so it. Washes out easily.

"
79,"GUM Proxabrush Go-Betweens handle and refills are comfortable, easy to use, specially designed handle and brush systems to remove dental plaque from hard-to-reach places between the teeth most commonly missed by tooth brushing alone. Ideal for between natural teeth and around crowns, bridges, dental implants, and orthodontic appliances.

1-888-777-3101

"
80,"Butler G-U-M Gum Stimulator professionally designed to promote healthy, firm gums. With rubber tip stimulator for gingival massage and interdental cleaning.

"
81,"GUM Stimulator Refills [601] 3 Each (Pack of 3)

"
82,
83,"Oral-B Super Floss is ideal for cleaning braces, bridges and wide gaps between teeth. Its three unique components—a stiffened-end dental floss threader, spongy floss and regular floss—all work together for maximum benefits.

"
84,"

One application holds dentures up to 4 full days!
Cushion Grip Denture Adhesive controls loose dentures by reducing looseness and shifting and a single application lasts up to 4 days of daily cleaning, soaking and brushing. Won't wash off in water. Even after repeated cleaning, Cushion Grip Denture Adhesive remains soft and pliable. Recreates a secure seal each time you reinsert your dentures. Cushion Grip Denture Adhesive is SAFE for all plastic and porcelain plates.

Cushion Grip Denture Adhesive lets you control loose dentures so you can feel comfortable and secure.



"
85,"Get the extra confidence you’re looking for. Sea Bond Denture Adhesive works differently. The cushiony, soft seal gives you all day hold without the ooze and mess of denture pastes. And it’s zinc-free. Now you can wear your dentures comfortably all day and still feel like yourself.

"
86,"Biotene Fresh Mint Mouthwash is an ideal oral rinse for immediate relief of dry mouth symptoms when used as part of your daily oral health care routine. Formulated using a mouth moisturizing system, this dry mouth mouthwash provides up to four hours of soothing, lubricating relief from dry mouth symptoms, including bad breath, stickiness in the mouth, dryness in the mouth and chapped lips. This gentle sugar free and alcohol free mouthwash for dry mouth has a fresh mint flavor that freshens breath while working to keep your mouth clean and at a healthy, balanced pH. Simply rinse your mouth with 15 mL of Biotene mouthwash up to five times daily or as directed by a healthcare professional. Biotene oral mouthwash is formulated for adults and children 12 years and older. For long-lasting relief of dry mouth symptoms, choose Biotene, the Number 1 dry mouth brand trusted by dentists.

"
87,
88,"Plax Advanced Formula Plaque Loosening Rinse, Softmint helps loosen and detach plaque for a cleaner, brighter smile. Clinically proven to remove more plaque than brushing alone, this patented rinse prevents plaque build-up, which can lead to dull-looking teeth, bad breath, and an unpleasant film in your mouth. Use the rinse before each brushing for cleaner, brighter, fresher teeth. Plax Advanced Formula Plaque Loosening Rinse has a refreshing Softmint flavor to leave your whole mouth feeling fresh and clean.

"
89,"Seals in moisture. To soothe & prevent dry lips. Smooth easy-gliding protection. Blistex Berry Lip Balm helps prevent dryness and chapping. Its easy glide formula also soothes irritated lips. Dry, Chapped Lips: Blistex Berry Lip Balm has three long-lasting protectants, and it seals in lip moisture to prevent drying of lip tissue. Blistex Berry Lip Balm glides on comfortably to provide complete coverage and avoid further irritation of chapped lips. Sun Protection: Blistex Berry Lip Balm provides SPF 15 protection, which is recommended even for people who burn easily and tan minimally. The liberal and regular use of this product may help prevent premature signs of aging, freckling, uneven coloration and possible cancer-causing effects of overexposure to sun. Remember, lips don't tan, but they do burn.

"
90,"For over 25 years, Natural Ice has been the go-to lip balm for everyday family use, helping to protect lips from harsh environmental conditions. Its smooth glide-on formula relieves dry, chapped lips and prevents sunburn with SPF 15. Natural Ice Cherry is a family favorite with its refreshingly sweet yet cool cherry flavor plus smooth glide-on formula that deeply hydrates for smooth, protected lips year round.

"
